Patient_ID,Angular_Mean,Angular_Variance,GLCM_Entropy,GLCM_Homogeneity,LBP_Entropy,LBP_Mean,LBP_Variance,Spectral_Entropy,Statistical_Entropy
LUNG1-040,73.91795085462074,2026.625484491692,,,,,,7.332236107963944,5.37986383787768
LUNG1-041,61.63049831493056,2743.2746389350505,,,,,,5.616607930979559,5.268359784336945
LUNG1-042,73.55287291569883,2530.265300798564,,,,,,7.857743846630234,4.589251736470466
LUNG1-043,63.62702507447068,2114.8969939720923,,,,,,5.834327421685088,5.534728725825305
LUNG1-044,72.49629657969739,2609.897217037837,,,,,,7.1914002967014365,6.356520893137447
LUNG1-045,73.16631514213128,2944.918768898682,,,,,,6.785430650278423,5.621100344259838
LUNG1-046,55.26262168066956,3381.6663750304097,,,,,,5.947406925890344,5.850832405807315
LUNG1-047,75.65130165598936,2435.2016900852896,,,,,,6.437884120524448,6.625928481185628
LUNG1-048,56.38074996753056,1830.1967588733328,,,,,,5.985842093546424,6.227137638516234
LUNG1-049,74.49171694266695,1510.75519419743,,,,,,5.1909916219019765,7.178557444867816
LUNG1-050,67.60555961166956,1207.132363660363,,,,,,5.773083608086688,7.222386480094767
LUNG1-051,90.54768977368047,2013.5174397420892,,,,,,5.448217707709451,5.795312526788551
LUNG1-052,90.91018827690132,1829.491339138253,,,,,,6.557843283831655,6.5439968650994125
LUNG1-053,63.52057435460197,1194.8786988422596,,,,,,5.666879373178064,4.801698622771378
LUNG1-054,75.90023613622544,2272.1802122511194,,,,,,6.892809880464015,6.319570053983211
LUNG1-055,82.00525608783163,2113.6909070793213,,,,,,8.58334551783901,5.257313311147744
LUNG1-056,82.50755209079007,2230.370485166766,,,,,,9.429705434052185,4.639188326351219
LUNG1-057,69.31982066628035,1569.2684122805824,,,,,,6.1541880178948025,5.754178830418903
LUNG1-058,76.43639068715476,2469.7592399056307,,,,,,7.296866254119798,7.56415985253475
LUNG1-059,79.51884805342979,2688.4754261614426,,,,,,6.603859505433494,6.24919125318883
LUNG1-060,67.0479447379251,2728.59843244391,,,,,,6.897854445242945,5.5869241704056645
LUNG1-061,48.29061326884983,2359.784295106356,,,,,,4.898581303363435,7.682853160428352
LUNG1-062,82.71242119280988,1748.6041313070518,,,,,,4.949414228076788,6.303609930182004
LUNG1-063,72.10004812593739,2533.2932507390083,,,,,,6.161020619862922,5.320682090981567
LUNG1-064,76.15343750528396,2634.452987222576,,,,,,6.294618121580676,6.085425097161005
LUNG1-065,71.38382161266858,2216.91420774198,,,,,,5.95275130110546,4.401066926753506
LUNG1-066,59.51344053184302,1436.6628837909557,,,,,,4.834943280489623,6.44440268854728
LUNG1-067,72.20831521000788,2452.1668343227384,,,,,,7.13411459487832,6.249287623039654
LUNG1-068,85.9770566369069,1784.5475698663026,,,,,,6.198485413848367,7.204337063714591
LUNG1-069,61.57164008902386,2222.506235863525,,,,,,6.643911102922004,3.955376357862409
LUNG1-070,62.11109721511708,1845.187801047941,,,,,,5.317754805310458,6.2906819098053415
LUNG1-071,80.98574101895457,2491.9520076504527,,,,,,5.902589963729069,6.144800230482767
LUNG1-072,85.33595681611023,2828.2696224783185,,,,,,7.430204835148583,5.696306275461744
LUNG1-073,86.17973995526914,2895.710025991193,,,,,,6.846650896955505,5.86164227952356
LUNG1-074,71.59989632917218,2504.5159238043925,,,,,,6.611479462591043,5.952724079360542
LUNG1-075,61.50734246479578,2624.0468071091186,,,,,,6.320843427022993,5.286287571822949
LUNG1-076,75.6565246868357,2636.5156781166907,,,,,,6.244525338502036,7.43496601831435
LUNG1-077,78.05083203288137,2925.563635669156,,,,,,6.613418349835123,5.89259304038427
LUNG1-078,87.70494188465061,1873.6136691199945,,,,,,6.780695044552278,7.232588744358469
LUNG1-079,64.24571948604651,2049.8759709412816,,,,,,5.459866573787536,5.887262004714572
LUNG1-080,89.82441667050323,2236.6951239800364,,,,,,5.140142327000639,7.619910935282146
LUNG1-081,83.23727373153237,2664.537938473292,,,,,,7.59751084956455,6.332356814983106
LUNG1-082,74.21053835784441,2249.020885507503,,,,,,6.532599441667769,7.136954218885213
LUNG1-083,60.43346711792788,1863.0436108537883,,,,,,5.914102349081481,7.1086674996384005
LUNG1-084,76.4674402244103,2479.138702575261,,,,,,7.50410606196527,7.1576703254532585
LUNG1-085,68.62370283614288,1682.299637840638,,,,,,6.028948584924309,6.238364328419986
LUNG1-086,79.8653728816955,3258.237193813816,,,,,,6.303395470675347,7.234078909589167
LUNG1-087,82.70748965142114,2735.630173577996,,,,,,4.431308862778957,7.603514085786044
LUNG1-088,73.10064609371608,1897.6700554929944,,,,,,5.680722161453391,6.739153132117114
LUNG1-089,54.92604485879186,2511.4210587048747,,,,,,4.234865906248484,7.286453310352725
LUNG1-090,95.31761413827935,2393.8292931686174,,,,,,5.9552579887997545,6.819841589650743
LUNG1-091,85.95962450199029,2335.582551077939,,,,,,8.15238521046821,4.306762021685579
LUNG1-092,82.66641657249058,2446.0589755108817,,,,,,5.829236035693199,4.933534068152091
LUNG1-093,62.34869724901924,2152.3269190038245,,,,,,6.877112199592204,5.752311276600629
LUNG1-094,68.64975563323716,2328.339508571224,,,,,,5.622833706085643,7.034173314830256
LUNG1-095,83.31664824900666,2514.9582378656723,,,,,,8.412367194735845,3.578255254621673
LUNG1-096,71.48523386818418,2293.610551698285,,,,,,7.106708538787532,6.125824009330647
LUNG1-097,69.37282130139383,2394.250944691615,,,,,,6.1525621477285055,5.081666112236898
LUNG1-098,84.84295823660217,2224.277019313989,,,,,,6.794756315368177,7.458649456729287
LUNG1-099,57.15836699943918,2318.113427684836,,,,,,6.548545877569444,5.846249767369739
LUNG1-100,84.7899088201698,2371.10038396268,,,,,,6.191896561608198,7.413248478940736
LUNG1-101,80.67414909614175,2409.355460742759,,,,,,5.713637256567267,6.485103514942447
LUNG1-102,66.76561333055055,2656.316200640212,,,,,,5.9030198552270265,7.604374544752649
LUNG1-103,76.0301733944931,1859.444124475962,,,,,,5.691122156037137,7.431670609996004
LUNG1-104,48.85394276006085,2039.1227457525863,,,,,,6.471914478292954,6.48495319953354
LUNG1-105,83.19817877341777,2318.058594786478,,,,,,8.41289293707619,4.749464099807809
LUNG1-106,52.04702939929098,2140.570107190015,,,,,,5.036504642483606,7.089411140600654
LUNG1-107,78.90735228127583,2651.816494134908,,,,,,5.327360110272888,4.993610668262745
LUNG1-108,95.26592345654524,2483.0680011688505,,,,,,7.380889587845331,7.139107042112828
LUNG1-109,60.326315297630416,2748.365532033058,,,,,,6.354588244236163,4.89308730200749
LUNG1-110,85.19793172748197,1099.8564257300914,,,,,,4.564264252995624,7.44330087188643
LUNG1-111,69.69886444341927,2760.8085929950057,,,,,,6.090415949287076,7.586835496807327
LUNG1-112,68.57301687275135,2855.788670466199,,,,,,5.692940466940801,4.720040565535398
LUNG1-113,75.33034766301087,2671.348382278424,,,,,,7.222545958438447,6.820189841610059
LUNG1-114,65.29789591310596,2316.673570137072,,,,,,6.1449884386909766,7.134365845390194
LUNG1-115,59.02279919685984,2242.2945008510587,,,,,,6.977046306247724,5.441229754250271
LUNG1-116,78.86510391293221,2298.85529324332,,,,,,8.427135605122341,5.038640759413061
LUNG1-117,77.7577802920709,2397.321921262685,,,,,,6.585616421606542,4.780812887201632
LUNG1-118,67.85072926282524,1634.5078993880547,,,,,,5.724287341411698,7.570153046648899
LUNG1-119,62.1184493928534,2211.001740985112,,,,,,5.279915724760643,7.429313307384046
LUNG1-120,66.25781865450543,2738.6957365872995,,,,,,5.583096139206488,5.540601009692139
LUNG1-121,80.65747419365528,2481.163263361785,,,,,,7.248397901496809,5.830017158378968
LUNG1-122,80.72156424187479,2542.8389409058464,,,,,,6.102989057073801,6.376516132043927
LUNG1-123,72.8028851409003,1923.0574755843927,,,,,,6.6978074429940735,5.646248965982997
LUNG1-124,45.980961185405135,2586.864582621929,,,,,,5.139110473081813,6.618659970079878
LUNG1-125,85.92153688619207,2225.226860616492,,,,,,6.468458118629426,6.863349118191003
LUNG1-126,36.046545615983575,2220.1842348825926,,,,,,4.705372236583898,7.674004197546047
LUNG1-127,81.56354961029551,2147.5923189524246,,,,,,6.295009009696044,7.453292340228082
LUNG1-128,,,,,,,,,
LUNG1-129,72.84886974469494,2526.228302500544,,,,,,4.973659270822213,5.757623279747368
LUNG1-130,78.95880321629762,2277.914973154014,,,,,,7.076050263970633,4.861096452619255
LUNG1-131,76.30607928829009,2685.9439035368846,,,,,,5.431976185484911,6.74148633689838
LUNG1-132,69.04022133253491,2503.2641261095464,,,,,,6.771345434948896,5.438215285494934
LUNG1-133,70.10462370776125,2138.6963881560464,,,,,,5.251335576658764,7.364303995027218
LUNG1-134,32.142798706192615,1886.082598204762,,,,,,4.539368886402929,7.016182749826447
LUNG1-135,87.573325941559,2086.4701660843075,,,,,,4.909261821714841,5.183974641233537
LUNG1-136,79.36612239770902,1990.595303784944,,,,,,6.580872831718522,6.745933273865999
LUNG1-137,73.45470802507755,2267.4045619502112,,,,,,6.779719706943683,4.671324484700832
LUNG1-138,65.8368274724925,3003.433948641052,,,,,,5.528982514238887,7.599991040162644
LUNG1-139,73.45611139945716,2404.689403343179,,,,,,6.636122187752783,7.403694075775773
LUNG1-140,81.6847075169429,2511.208834618075,,,,,,7.935435342178967,4.675193430227379
LUNG1-141,80.26221243600789,2172.1198181863942,,,,,,9.116169238234496,4.4676955856069664
LUNG1-142,57.27321194841902,2013.432210422703,,,,,,7.444516483717478,5.846749333319826
LUNG1-143,84.07840725127268,2428.224790848824,,,,,,6.605677456050885,5.627564067983787
LUNG1-144,73.16585395440147,2767.4453862976684,,,,,,7.146419382841133,5.698377821578305
LUNG1-145,54.34055937937816,3232.710862102424,,,,,,4.571778611325639,6.493227861243245
LUNG1-146,72.027731892745,2033.5742563302467,,,,,,5.652106896961359,7.140421592028739
LUNG1-147,76.19868370993125,2665.0659444008907,,,,,,6.265674522959432,5.66461250959305
LUNG1-148,86.8635994740795,1592.267584656577,,,,,,6.751805897417452,5.61017180019498
LUNG1-149,88.17685741559993,2347.9706784033706,,,,,,7.445826937494289,4.3702373606360805
LUNG1-150,88.98150657436736,815.1260255389225,,,,,,3.9459231577078056,7.359801526944967
LUNG1-151,77.40519561041773,2198.8398058023763,,,,,,6.856163104823446,5.886078474160182
LUNG1-152,76.07862516973964,3009.994183717361,,,,,,6.5660603705090015,7.512168660248228
LUNG1-153,78.75636302611255,2229.8814364365853,,,,,,5.913712698078395,6.944989064331954
LUNG1-154,72.19102703301456,3210.7583377314554,,,,,,5.855222229476098,7.595366128212582
LUNG1-155,80.1825844852795,2671.162925287881,,,,,,7.883805555010065,5.9311281471043165
LUNG1-156,67.32291069705165,1923.0058846812765,,,,,,4.355374407552096,7.053665599116677
LUNG1-157,77.470500409843,2131.4254688052392,,,,,,6.443866382066803,6.388776211201632
LUNG1-158,90.17007864995136,1822.8063750750036,,,,,,5.64266847899115,6.624867631183705
LUNG1-159,75.33659617632507,1217.8812182742492,,,,,,5.191337532797856,5.782025695259275
LUNG1-160,58.31585885065126,1849.5383089814077,,,,,,5.09829999084214,7.500953889816115
LUNG1-161,83.52304428157336,1960.6180960147085,,,,,,4.985885465295996,6.927023032496764
LUNG1-162,58.797123421076506,2344.404862268108,,,,,,5.170084467674913,6.666348892755048
LUNG1-163,64.63362443786149,2696.5720016382943,,,,,,8.115994532784537,4.520806574514287
LUNG1-164,72.15591300250529,1964.989197296248,,,,,,5.936499466000447,7.095112640296639
LUNG1-165,64.86337847236086,2767.4129755568165,,,,,,6.667973403436444,7.13450154863646
LUNG1-166,85.24153782573691,2526.688628056092,,,,,,6.833973012053139,5.976287868625676
LUNG1-167,88.27123624258114,1560.372043834989,,,,,,4.618071927774095,6.532488518460106
LUNG1-168,78.71064060850772,2680.0417197652955,,,,,,6.613805664187756,6.32287329692986
LUNG1-169,81.60978127597562,2614.036661305101,,,,,,6.163812482887945,7.632403022349818
LUNG1-170,84.63650074818776,1422.294179306027,,,,,,5.19101920053528,6.463670572197006
LUNG1-171,55.25857938232605,1661.573368445778,,,,,,5.262835142037531,6.360963766681949
LUNG1-172,75.36753869708754,1983.5714625143887,,,,,,7.383252467987424,4.570623998155481
LUNG1-173,59.68059875446032,2989.640191282509,,,,,,5.652605882517069,5.361243416228208
LUNG1-174,54.93065442317497,1852.451715250127,,,,,,4.928807351334845,7.490028353470254
LUNG1-175,61.97069400500339,2290.35947606968,,,,,,6.830768448122465,6.149220312376272
LUNG1-176,80.50132929380273,2674.49807279492,,,,,,5.824932490209304,7.614861554111901
LUNG1-177,73.03892403318216,2579.483199830127,,,,,,6.472116492173636,4.974116432270441
LUNG1-178,75.15432792554972,2284.633005436315,,,,,,4.142020025540678,7.295551090261442
LUNG1-179,63.296226656940014,2382.707535248548,,,,,,6.366546989514752,5.189895144956779
LUNG1-180,72.80005549379558,2347.794006065315,,,,,,5.920837475426646,6.913293272010831
LUNG1-181,68.8785406013353,2726.1823435136503,,,,,,5.86951488670321,5.3481920409536245
LUNG1-182,65.45400444635057,2719.5342844530924,,,,,,5.820181308587097,5.597147270836145
LUNG1-183,82.04564976434418,1405.694863082106,,,,,,6.184502900620508,6.711314535699072
LUNG1-184,76.67584508562435,2777.7840401934545,,,,,,5.047651940499859,6.9186093186429805
LUNG1-185,91.3795938377506,2535.251450893025,,,,,,8.822990309183181,5.936324579479336
LUNG1-186,75.54716864331458,2047.801695121771,,,,,,7.89122875338374,5.483798848935389
LUNG1-187,71.75130896212924,2544.322226668543,,,,,,5.543781138926774,6.041212599829964
LUNG1-188,86.57662680140065,2264.75332098271,,,,,,5.250384115719996,7.105194990041568
LUNG1-189,69.74193927076911,2527.97509048694,,,,,,6.826188492503963,6.425114751427374
LUNG1-190,75.96828441767911,2128.315472862854,,,,,,6.514957468037395,5.606172496955441
LUNG1-191,74.01536341651537,2921.029219728267,,,,,,6.273451474308174,6.503542565697717
LUNG1-192,93.04617564288084,1744.9343435838362,,,,,,7.487671925488099,7.382134386895354
LUNG1-193,63.07975030027857,2619.218840895296,,,,,,6.94079841378845,6.002236369415091
LUNG1-194,74.72558827592503,2279.537378841639,,,,,,7.065268674358684,7.713607774308184
LUNG1-195,61.93348803455324,1979.201691033435,,,,,,5.26985368093751,7.573990220560787
LUNG1-196,67.00048293687082,3209.954688556346,,,,,,6.054464067042228,5.582218392112996
LUNG1-197,73.29258412397014,2684.073442726848,,,,,,7.090213470196114,7.366658844066947
LUNG1-198,71.31500957448618,2545.55454307998,,,,,,6.709668466972987,6.942373127791099
LUNG1-199,73.0150417160605,2523.8921888129657,,,,,,6.993550034498076,5.009523024689434
LUNG1-200,72.3621984738286,3019.496803484832,,,,,,6.832017820833859,4.990164210642793
LUNG1-201,74.7524717466157,2348.494687613143,,,,,,7.622453642691529,5.779134316772804
LUNG1-202,67.36148563371103,2972.516237551129,,,,,,6.120180091281495,7.625632162681661
LUNG1-203,74.3799543650174,2729.112578608943,,,,,,7.1445473876592,6.525914960236557
LUNG1-204,59.96902020091445,1951.4779025243995,,,,,,5.778605547590925,7.248969012861652
LUNG1-205,79.96170992516105,2288.4585420493395,,,,,,6.4837683604096,6.533077117625561
LUNG1-206,78.53957239026475,2287.0121027037844,,,,,,6.945606893818581,7.468732584899063
LUNG1-207,82.81205147791185,3338.520291315997,,,,,,5.815785198350192,5.65371184428901
LUNG1-208,77.17174988375307,2190.030010155337,,,,,,6.670570323915502,6.842853746593615
LUNG1-209,84.60209767957222,2031.0231687400533,,,,,,6.220466084707264,6.819244477483649
LUNG1-210,83.65499867480352,2280.7961424810755,,,,,,7.1960057027778825,4.341250145195453
LUNG1-211,85.92433862378601,918.6853496140204,,,,,,4.529831033084607,6.756624147681299
LUNG1-212,58.477347898238975,2782.3615779369843,,,,,,6.080347963790356,6.591167984017496
LUNG1-213,63.10223038983782,2601.9076381154005,,,,,,6.26374225364242,6.998510149972036
LUNG1-214,68.28247019777031,2766.616197506776,,,,,,6.1413930350595125,5.743733972943142
LUNG1-215,89.40487532804089,2409.7836205461003,,,,,,5.573707836000367,7.300396122064741
LUNG1-216,103.5483062326374,2550.4996766180507,,,,,,7.72001894865009,6.230618887740214
LUNG1-217,72.53575395563226,2816.69531754134,,,,,,6.3733143844354,4.708397999484472
LUNG1-218,79.16807266103855,2441.726690788129,,,,,,7.319797015934009,5.21012411487422
LUNG1-219,69.03609816540298,2060.991869022056,,,,,,6.1079306218686495,5.509680427495499
LUNG1-220,64.71971128363217,2354.493680329034,,,,,,5.6033485377888415,5.733522072315074
LUNG1-221,58.54197546248035,2080.751398793508,,,,,,6.932217710234307,5.399179754817057
LUNG1-222,72.38179261795028,1718.2599256797057,,,,,,6.190409182454416,6.659154102018334
LUNG1-223,79.08083671924379,2794.2071937706096,,,,,,4.588390306463087,5.381524265170759
LUNG1-224,85.60639411666068,3222.1402630347725,,,,,,5.840651031959792,5.275698641998802
LUNG1-225,49.46917592387246,1955.7784860991785,,,,,,5.949703118593015,5.392298679508195
LUNG1-226,68.05052460756654,1416.039036023426,,,,,,5.324071013647691,6.142092579180448
LUNG1-227,88.15764088926555,2580.7025552818945,,,,,,7.082164678267701,6.351291896985812
LUNG1-228,79.97019412098679,2102.549363901393,,,,,,7.117843557051558,6.575894511835409
LUNG1-229,77.92785061969492,2255.493313429405,,,,,,7.65006657872758,5.365974201472084
LUNG1-230,86.9797186377301,2343.2958906615786,,,,,,7.267334140954085,4.201019180002001
LUNG1-231,71.03744932738893,2882.3333097695245,,,,,,5.128819178304397,7.745777376281968
LUNG1-232,81.324640648474,2251.7404947785494,,,,,,5.713965198809872,5.6569807355542325
LUNG1-233,83.4110728686228,2518.2931381777817,,,,,,6.603744333764934,5.13551290283099
LUNG1-234,72.57667528459777,1536.1941883085306,,,,,,5.860516841066767,7.130245040455126
LUNG1-235,77.1243932219737,3084.409873527251,,,,,,7.329734704989785,6.126427918100858
LUNG1-236,78.57201078770075,1671.1620735235729,,,,,,7.161756303530463,5.877254927067606
LUNG1-237,80.65434229078227,2089.7418972025293,,,,,,8.790463826572024,6.813776507481016
LUNG1-238,62.13381616270556,2679.753284506834,,,,,,6.2164146044706055,5.9774704664666345
LUNG1-239,81.04090998885442,2640.291983299963,,,,,,7.302244922106485,5.009882411905152
LUNG1-240,60.73223507444324,2074.440761014044,,,,,,5.8004761193881205,7.17659129910906
LUNG1-241,84.48040983443153,2359.14597004617,,,,,,7.458390274701513,5.683729650559561
LUNG1-242,94.93879888655007,2041.431038367624,,,,,,5.99204880930835,5.676216819375516
LUNG1-243,78.88119189881613,2149.31589198028,,,,,,7.661657708261809,6.58650480443333
LUNG1-244,85.25636716349628,2289.180347461111,,,,,,7.7359047093930675,5.435752040199325
LUNG1-245,74.20457381081762,2798.5106071298505,,,,,,6.666804920782862,4.278340061100842
LUNG1-246,73.87845441019016,2775.27230726281,,,,,,6.701431663384948,7.175278743954032
LUNG1-247,75.26987592542895,1712.724544046359,,,,,,6.505725610633557,6.966142673695902
LUNG1-248,79.230362447943,2583.542381314037,,,,,,6.311355757312169,6.772955093080567
LUNG1-249,59.43131925251001,3067.8915091636222,,,,,,5.358841967382231,5.850397059049902
LUNG1-250,79.85851010516004,2673.998860378988,,,,,,5.985187951069662,7.107328142521007
LUNG1-251,44.37970135758466,2103.877758149192,,,,,,4.863440185553263,7.21333357387376
LUNG1-252,79.47198351769954,1974.436763551306,,,,,,5.73183833034018,7.469989836482986
LUNG1-253,67.01209307382086,2404.7623779925148,,,,,,5.281379267100598,6.03620064042852
LUNG1-254,70.23659135858325,1980.1078665828004,,,,,,5.795842951379489,7.088798057860884
LUNG1-255,63.87207799297342,2445.726986512819,,,,,,5.019614839787041,7.661495316875632
LUNG1-256,75.54533634123901,2460.6365474949043,,,,,,7.46827669989719,4.133965191687934
LUNG1-257,74.93538246240138,2143.5322266080784,,,,,,7.215586022712585,5.655107917014869
LUNG1-258,84.72252426623041,2038.1760960733488,,,,,,6.655076660459744,5.6455915139017625
LUNG1-259,80.9977368867885,2248.6426838016346,,,,,,8.068041769380137,5.040820900445996
LUNG1-260,70.53332036533148,2653.039546751458,,,,,,5.576842587335001,7.2058311213771695
LUNG1-261,77.48266794621213,2293.200144444856,,,,,,6.554798426424785,6.6396806773848125
LUNG1-262,68.82551985219646,2816.832180829476,,,,,,6.832261497016463,4.8964898080299095
LUNG1-263,69.59167978406593,2272.7528722628645,,,,,,7.338612156817208,4.883674267684002
LUNG1-264,82.57538550845183,2213.632389201204,,,,,,7.05565770438154,6.127853895980037
LUNG1-265,65.64477856063492,2515.5095419504923,,,,,,5.910125790409757,6.535095289010531
LUNG1-266,82.8995342576077,2575.953432197085,,,,,,6.363796757888852,7.237593447516348
LUNG1-267,83.04083969994073,1972.4050505904224,,,,,,9.194215918496528,5.642780890733612
LUNG1-268,81.44207434377043,2629.667156089188,,,,,,6.429163021358697,5.27845299572074
LUNG1-269,69.7200110257377,3011.0034250086387,,,,,,6.2199043388099495,5.881038396232195
LUNG1-270,69.84157116052592,2483.988003060931,,,,,,4.28054641385733,6.336652744247689
LUNG1-271,68.8472983713562,2471.7862489366544,,,,,,6.623457214024169,6.170793921563836
LUNG1-272,89.4210946474154,1760.7862137383538,,,,,,6.100391773814759,5.825918213246411
LUNG1-273,79.25084044172925,2459.3733179484743,,,,,,7.601421618559488,6.1228067701102
LUNG1-274,72.35448885812472,2160.764502502016,,,,,,7.162309928647669,6.07201768554131
LUNG1-275,85.13885895506675,1544.932275594472,,,,,,4.9784316338853385,6.418773106641541
LUNG1-276,97.0798733476916,1757.1892585586795,,,,,,6.009099349732461,4.804490574153623
LUNG1-277,85.53299875568754,1710.3601545756528,,,,,,5.0539348641330415,6.061255122139558
LUNG1-278,70.95458280273917,2044.8861423379844,,,,,,6.3141061498298665,6.539000825827464
LUNG1-279,59.63112720812172,2322.121001541059,,,,,,5.866080494489681,5.370635771481728
LUNG1-280,82.06744652388139,2212.829747633857,,,,,,9.655477100402509,6.071382519810262
LUNG1-281,95.5488118899064,2201.5160092967576,,,,,,5.965463050473623,6.8202374648531485
LUNG1-282,44.866500257380665,2424.4134037602976,,,,,,3.856823385633618,6.769587040317218
LUNG1-283,73.27020364560622,2449.2887672347574,,,,,,7.53716844442106,4.14496416420701
LUNG1-284,85.6787855231661,2347.9350784208004,,,,,,6.393946834835984,7.370099486465319
LUNG1-285,71.12609089625361,1301.7345199275378,,,,,,6.681953864358123,6.220147430630017
LUNG1-286,79.12390301703745,2081.6600138015715,,,,,,8.559341990558242,5.7990455982915705
LUNG1-287,91.10897620965892,2058.6279175576183,,,,,,5.720538370687172,6.824218558201146
LUNG1-288,41.71131579045103,2113.02772675966,,,,,,4.36612013356008,6.947128799605457
LUNG1-289,76.34566284158971,2225.8283449536143,,,,,,7.809083493420012,5.109811200783928
LUNG1-290,82.33098474269107,2030.4339867903464,,,,,,6.526315707491717,4.870535174813121
LUNG1-291,71.99166549655673,2214.051122745103,,,,,,5.739584020693906,5.2787551203500085
LUNG1-292,80.64113422307047,2345.581063143056,,,,,,7.453706448042616,5.190797978347637
LUNG1-293,84.27496345216788,1899.3410676945668,,,,,,6.780188011425455,6.801615385268984
LUNG1-294,76.02537306960629,2363.491833242729,,,,,,6.304711692526224,6.531554355955915
LUNG1-295,84.26503641485274,1993.7714791420965,,,,,,5.871285153198485,7.2272557245887485
LUNG1-296,88.3461148806565,2609.879447530388,,,,,,5.634653043351553,6.00623635270628
LUNG1-297,63.17926448857033,2446.0088654792894,,,,,,5.783778528037919,7.156487568804559
LUNG1-298,77.28688902287435,1502.069747228623,,,,,,6.080707866849984,7.3992423658006095
LUNG1-299,79.10518327246037,2611.649504923961,,,,,,8.291651858422547,4.500554019005603
LUNG1-300,69.76962551811121,1848.3968654987616,,,,,,5.973089566145943,6.500125457602824
LUNG1-301,67.70889708893178,1902.479521518408,,,,,,7.081383232622889,4.718362421162953
LUNG1-302,75.39212944980217,3303.2791597282253,,,,,,5.532709030949941,6.119461000924462
LUNG1-303,71.28682955096154,2009.6700572630607,,,,,,8.483612198287792,5.566284795568477
